ID,SMILES,Respiratory Toxicity_Respiratory Toxicity,Irritation and Corrosion_Eye Corrosion,Hepatotoxicity_Hepatotoxicity,Endocrine Disruption_SR-p53,Endocrine Disruption_SR-HSE,Endocrine Disruption_SR-ATAD5,Endocrine Disruption_SR-ARE,Endocrine Disruption_NR-aromatase,Endocrine Disruption_NR-ER,Endocrine Disruption_NR-ER-LBD,Endocrine Disruption_NR-AhR,Endocrine Disruption_NR-AR,Endocrine Disruption_NR-AR-LBD,Clinical Toxicity_Clinical toxicity,Cardiotoxicity_Cardiotoxicity-5,Cardiotoxicity_Cardiotoxicity-10,Cardiotoxicity_Cardiotoxicity-1,Carcinogenicity_Carcinogenicity,CYP450_CYP3A4,CYP450_CYP2C19,CYP450_CYP1A2,CYP450_CYP2C9,Mutagenicity_Ames Mutagenicity,Irritation and Corrosion_Eye Irritation,Endocrine Disruption_SR-MMP,Endocrine Disruption_NR-PPAR-gamma,Developmental and Reproductive Toxicity_Reproductive Toxicity,Developmental and Reproductive Toxicity_Developmental Toxicity,Cardiotoxicity_Cardiotoxicity-30,CYP450_CYP2D6
TOX-83083,CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83084,CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc3nonc3c2)cc1,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83085,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
TOX-83086,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TOX-83087,Cc1ccc(-c2ccccc2C#N)cc1,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-83088,COCCc1ccccn1,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TOX-83089,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,,,,1.0,,1.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,,,,,1.0,,,,
TOX-8309,O=[N+]([O-])CCO,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,1.0,1.0,0.0,0.0,,,,
TOX-83090,Cc1ccc(C=O)cc1C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83091,CC(C)NC(=O)c1ccccc1N,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83092,N=C(N)N1CCc2ccccc2C1.N=C(N)N1CCc2ccccc2C1,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TOX-83093,CC(O)CN(CCCN(C)C)CCCN(C)C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83094,CN(C)CCCNCCCN(C)C,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83095,CCC[N+](CCC)(CCC)CCC,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83096,O=C(OCCOCCOCCOC(=O)c1ccccc1)c1ccccc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83097,CN1C2=CC(=O)C(=NNC(N)=O)C=C2CC1S(=O)(=O)[O-],,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83098,CN(C)c1cccc(O)c1,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,,,,1.0,1.0,1.0,0.0,,,,
TOX-83099,COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-831,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CC[NH+](CC)CC4)ccc3OCC)[nH]n12,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-83100,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,,,,1.0,,,,1.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,
TOX-83101,CCCCCCCC=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,,
TOX-83102,CCCC(=O)C(=O)O,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,,
TOX-83103,O=C(O)CC(=O)C(=O)O,,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83104,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,0.0,,,0.0,0.0,,,,0.0
TOX-83105,CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83106,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83107,Nc1ccc2ccccc2c1,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,1.0,,,,,1.0,,0.0,0.0,,,,
TOX-83108,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83109,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,,,,,,1.0,,,,,,0.0,,,,,,,,,,,1.0,,1.0,,,,,
TOX-83110,c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1,,,,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83111,CCOc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83112,CO[C@H]1C[C@H](O[C@@H]2C(C)=CC[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OCC(=CC=C[C@@H]2C)[C@@]34O)O[C@@H](C)[C@@H]1O,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83113,CNc1ccc(C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(=O)OC)C(CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)C=CC=CC=CC=CC=CC=CC=CC2C)O3)cc1,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,0.0,,,,
TOX-83114,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83115,COc1ccc2cc([C@H](C)CO)ccc2c1,,,,0.0,,0.0,,,1.0,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83116,CO[Si](CCCNc1ccccc1)(OC)OC,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83117,CC1(C)COP(Oc2ccccc2)OC1,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83118,CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1,,,,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,
TOX-83119,CC(CN)CCCN,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83120,CC1(O)CCC(C(C)(C)O)CC1,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83121,OCCOc1cccc(OCCO)c1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83122,,,,,,1.0,1.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,
TOX-83123,CC(=O)OCCc1ccccc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83124,CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,1.0,1.0,0.0,,,,
TOX-83125,CCCCN(N=O)C(=N)N[N+](=O)[O-],,,,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,,0.0,0.0,,,,
TOX-83126,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83127,Nc1c(Cl)cc(Cl)cc1[N+](=O)[O-],,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83128,COc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,,0.0,0.0,,,,
TOX-8313,CC(C)OC=O,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,,
TOX-83130,CCOC(=O)C(Cl)C(C)=O,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,
TOX-83131,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83132,COC(=O)C(C)=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83133,CC1CCC2CC1C2(C)C,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,0.0,0.0,,,,
TOX-83134,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,,,,,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-83135,CBr.CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83136,CN/C(=N\C#N)NCCSCc1csc(N=C(N)N)n1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83137,ClCc1ccccc1.O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83138,CNC(C)C(O)c1ccc(O)cc1,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83139,NC(=O)CC[C@@H](N)C(=O)O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0
TOX-8314,CC(O)CC(C)O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,
TOX-83140,CC(C)C[C@@H](N)C(=O)O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83141,C=CC(=O)OCC1CCCO1,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83142,O=C(N=NC(=O)OCc1ccccc1)OCc1ccccc1,,,,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83143,COC(=O)NCCC[Si](OC)(OC)OC,,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83144,CCCOCCOCCOCCO,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83145,C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,
TOX-83146,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,,,
TOX-83147,CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,0.0,0.0,,,,
TOX-83148,C=CCOC(=O)c1ccccc1N,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,0.0,0.0,,,,
TOX-83149,C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,
TOX-8315,Cc1ccc(C)[nH]1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-83150,CC(C)Cc1ccccc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,,
TOX-83151,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83152,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83153,COCCl,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,
TOX-83154,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83155,CCCCCCC(=O)c1ccccc1,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,,
TOX-83156,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,,,,,,0.0,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83157,CCCCc1ccc(Cl)cc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83158,COC(=O)[C@]1(C)CCC[C@]2(C)[C@H]3CCC(C(C)C)=CC3=CC[C@@H]12,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,1.0,0.0,,,,
TOX-83159,CCN(Cc1ccccc1)c1ccccc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,
TOX-8316,O=NN(CC(F)(F)F)CC(F)(F)F,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
TOX-83160,CC(CC(C#N)(c1ccccc1)c1ccccc1)N(C)C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
TOX-83161,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,,
TOX-83162,CCN1C=CN(C)C1C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83163,CCCC[N+]1(C)CCCCC1.O=S(=O)([O-])C(F)(F)F,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83164,C[C@@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83165,CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83166,Cc1cccc(O)c1,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,1.0,,,
TOX-83167,CC(C)=CCC/C(C)=C/COC=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83168,CN(C)C(=O)NC1(c2ccccc2)CCN(CCC[C@@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83169,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC1CC2CCC(C1)N2c1ncccn1,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-8317,Cc1cccc(I)c1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-83170,COC(C)(OC)OC,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,0.0,,,,
TOX-83171,CC(C)CCC[C@@H](C)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83172,CCOCC(=O)O,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,0.0,0.0,,,,
TOX-83173,CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,1.0,0.0,,,,
TOX-83174,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TOX-83175,CC(C(=O)c1ccccc1)N(C)C,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TOX-83176,CC1CCCCN1CCCOC(=O)c1ccc(OC2CCCCC2)cc1,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,
TOX-83177,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
TOX-83178,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,,,,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,,,,,,,,0.0,,,1.0,
TOX-83179,CC(C)C(=O)OCc1cccc(OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc4ccccc4)[C@H]3SC2(C)C)c1,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TOX-8318,Nc1cccc(I)c1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-83180,CC(C)CCCCCCOC(=O)c1ccc(C(=O)OCCCCCCC(C)C)c(C(=O)OCCCCCCC(C)C)c1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83181,COc1ccccc1/C=C/C=O,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83182,CC1(C)CC(OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83183,COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],,,,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,1.0,,1.0,0.0,,,,
TOX-83184,CC1=NN(c2cc(S(=O)(=O)[O-])ccc2Cl)C(=O)C1/N=N/c1ccccc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83185,Cc1ccc(C)c(S(=O)(=O)O)c1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83186,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
TOX-83187,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314.COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83188,CN(C)CCOc1ccccc1Cc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83189,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCCNC(=N)N)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1,,,,1.0,,0.0,,,0.0,,,1.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-8319,Oc1cccc(I)c1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-83190,c1ccc2c(c1)CCCC2,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,1.0,0.0,0.0,,,,
TOX-83191,Cc1cc(C)c(C)c(C)c1,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,,,
TOX-83192,COC(C)COC(C)COC(C)CO,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83193,COC(=O)CCCC(=O)OC,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,0.0,0.0,,,,
TOX-83194,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1.0,1.0,0.0,,,,
TOX-83195,OCCOCC#CCOCCO,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83196,NCCOCCN,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,
TOX-83197,CCCCOC(=O)C(=O)OCCCC,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83198,OCCN(CCO)CCN(CCO)CCO,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-83199,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-832,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-83200,CC(C)[C@@H]1CC[C@@H](C)CC1=O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,,0.0,0.0,,,,
TOX-83201,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,0.0,1.0,,,,
